MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
2021-04-14 14:46:16,1.4.2,FR1_Rev,6,3.91,1,1,Right,Left,0,1,0,0,,1.04
2021-04-14 14:46:58,1.4.2,FR1_Rev,6,3.91,1,1,Right,Left,0,2,0,0,,0.23
2021-04-14 14:47:35,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,1,2,0,0,,0.0
2021-04-14 14:47:43,1.4.2,FR1_Rev,6,3.91,3,1,Pellet,Left,1,2,1,0,2.33,
2021-04-14 14:49:33,1.4.2,FR1_Rev,6,3.9,1,1,Right,Left,1,3,1,0,,0.5
2021-04-14 14:49:37,1.4.2,FR1_Rev,6,3.91,1,1,Right,Left,1,4,1,0,,0.31
2021-04-14 14:49:43,1.4.2,FR1_Rev,6,3.91,1,1,Right,Left,1,5,1,0,,0.25
2021-04-14 14:54:40,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,2,5,1,0,,0.38
2021-04-14 14:54:41,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,2,5,2,0,0.82,
2021-04-14 14:55:23,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,3,5,2,0,,0.11
2021-04-14 14:55:24,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,3,5,3,0,0.50,
2021-04-14 14:56:02,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,4,5,3,0,,0.18
2021-04-14 14:56:07,1.4.2,FR1_Rev,6,3.91,3,1,Pellet,Left,4,5,4,0,0.69,
2021-04-14 14:56:50,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,5,5,4,0,,0.28
2021-04-14 14:56:56,1.4.2,FR1_Rev,6,3.91,3,1,Pellet,Left,5,5,5,0,0.63,
2021-04-14 14:58:04,1.4.2,FR1_Rev,6,3.91,1,1,Right,Left,5,6,5,0,,0.88
2021-04-14 14:58:06,1.4.2,FR1_Rev,6,3.89,1,1,Right,Left,5,7,5,0,,0.16
2021-04-14 14:58:07,1.4.2,FR1_Rev,6,3.9,1,1,Right,Left,5,8,5,0,,0.0
2021-04-14 15:00:01,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,6,8,5,0,,0.32
2021-04-14 15:00:04,1.4.2,FR1_Rev,6,3.9,3,1,Pellet,Left,6,8,6,0,0.31,
2021-04-14 15:00:47,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,7,8,6,0,,0.36
2021-04-14 15:00:48,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,7,8,7,0,0.31,
2021-04-14 15:03:09,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,8,8,7,0,,0.0
2021-04-14 15:03:13,1.4.2,FR1_Rev,6,3.9,3,1,Pellet,Left,8,8,8,0,0.06,
2021-04-14 15:05:03,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,9,8,8,0,,0.41
2021-04-14 15:05:06,1.4.2,FR1_Rev,6,3.91,2,1,Pellet,Left,9,8,9,0,0.06,
2021-04-14 15:19:14,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,10,8,9,0,,1.49
2021-04-14 15:19:16,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,10,8,10,0,1.00,
2021-04-14 15:21:32,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,11,8,10,0,,0.05
2021-04-14 15:21:33,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,11,8,11,0,0.31,
2021-04-14 15:22:01,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,12,8,11,0,,0.47
2021-04-14 15:22:03,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,12,8,12,0,0.63,
2021-04-14 15:22:46,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,13,8,12,0,,0.0
2021-04-14 15:22:49,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,13,8,13,0,2.53,
2021-04-14 15:24:55,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,14,8,13,0,,0.44
2021-04-14 15:24:57,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,14,8,14,0,0.69,
2021-04-14 15:25:35,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,15,8,14,0,,0.33
2021-04-14 15:25:37,1.4.2,FR1_Rev,6,3.91,2,1,Pellet,Left,15,8,15,0,0.19,
2021-04-14 16:13:08,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,16,8,15,0,,1.48
2021-04-14 16:13:11,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,16,8,16,0,1.45,
2021-04-14 16:14:05,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,17,8,16,0,,0.68
2021-04-14 16:14:07,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,17,8,17,0,1.57,
2021-04-14 16:22:00,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,18,8,17,0,,0.65
2021-04-14 16:22:08,1.4.2,FR1_Rev,6,3.91,2,1,Pellet,Left,18,8,18,0,5.12,
2021-04-14 16:22:48,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,19,8,18,0,,0.27
2021-04-14 16:22:49,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,19,8,19,0,0.69,
2021-04-14 16:23:53,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,20,8,19,0,,0.35
2021-04-14 16:23:55,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,20,8,20,0,1.45,
2021-04-14 16:24:38,1.4.2,FR1_Rev,6,3.91,1,1,Left,Left,21,8,20,0,,0.13
2021-04-14 16:24:39,1.4.2,FR1_Rev,6,3.91,1,1,Pellet,Left,21,8,21,0,0.44,
2021-04-14 16:25:21,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,22,8,21,0,,0.04
2021-04-14 16:25:29,1.4.2,FR1_Rev,6,3.9,2,1,Pellet,Left,22,8,22,0,5.00,
2021-04-14 16:51:21,1.4.2,FR1_Rev,6,3.9,1,1,Left,Left,23,8,22,0,,1.21
2021-04-14 16:51:27,1.4.2,FR1_Rev,6,3.9,1,1,Pellet,Left,23,8,23,0,5.50,
