MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,Poke_Time
4/12/2021 16:00:50,1.4.2,FR1,3,3.92,1,1,Right,Left,0,1,0,0,nan,0.21
4/12/2021 16:01:06,1.4.2,FR1,3,3.92,1,1,Left,Left,1,1,0,0,nan,0.17
4/12/2021 16:01:12,1.4.2,FR1,3,3.92,3,1,Pellet,Left,1,1,1,0,0.75,nan
4/12/2021 16:01:24,1.4.2,FR1,3,3.91,1,1,Left,Left,2,1,1,0,nan,0.04
4/12/2021 16:01:25,1.4.2,FR1,3,3.91,1,1,Pellet,Left,2,1,2,0,0.25,nan
4/12/2021 16:02:32,1.4.2,FR1,3,3.92,1,1,Left,Left,3,1,2,0,nan,0.00
4/12/2021 16:02:35,1.4.2,FR1,3,3.92,1,1,Pellet,Left,3,1,3,0,2.58,nan
4/12/2021 16:03:17,1.4.2,FR1,3,3.91,1,1,Left,Left,4,1,3,0,nan,0.08
4/12/2021 16:03:18,1.4.2,FR1,3,3.91,1,1,Pellet,Left,4,1,4,0,0.31,nan
4/12/2021 16:03:51,1.4.2,FR1,3,3.92,1,1,Left,Left,5,1,4,0,nan,0.14
4/12/2021 16:03:53,1.4.2,FR1,3,3.92,1,1,Pellet,Left,5,1,5,0,0.56,nan
4/12/2021 16:04:49,1.4.2,FR1,3,3.92,1,1,Left,Left,6,1,5,0,nan,0.04
4/12/2021 16:04:51,1.4.2,FR1,3,3.92,1,1,Pellet,Left,6,1,6,0,0.31,nan
4/12/2021 16:05:33,1.4.2,FR1,3,3.92,1,1,Left,Left,7,1,6,0,nan,0.06
4/12/2021 16:05:34,1.4.2,FR1,3,3.92,1,1,Pellet,Left,7,1,7,0,0.25,nan
4/12/2021 16:06:20,1.4.2,FR1,3,3.92,1,1,Left,Left,8,1,7,0,nan,0.06
4/12/2021 16:06:21,1.4.2,FR1,3,3.92,1,1,Pellet,Left,8,1,8,0,0.31,nan
4/12/2021 16:07:07,1.4.2,FR1,3,3.91,1,1,Left,Left,9,1,8,0,nan,0.06
4/12/2021 16:07:08,1.4.2,FR1,3,3.91,2,1,Pellet,Left,9,1,9,0,0.06,nan
4/12/2021 16:07:14,1.4.2,FR1,3,3.92,1,1,Left,Left,10,1,9,0,nan,0.06
4/12/2021 16:07:15,1.4.2,FR1,3,3.92,1,1,Pellet,Left,10,1,10,0,0.37,nan
4/12/2021 16:08:02,1.4.2,FR1,3,3.93,1,1,Left,Left,11,1,10,0,nan,0.10
4/12/2021 16:08:03,1.4.2,FR1,3,3.93,1,1,Pellet,Left,11,1,11,0,0.37,nan
4/12/2021 16:09:06,1.4.2,FR1,3,3.92,1,1,Left,Left,12,1,11,0,nan,0.08
4/12/2021 16:09:07,1.4.2,FR1,3,3.92,1,1,Pellet,Left,12,1,12,0,0.25,nan
4/12/2021 16:10:00,1.4.2,FR1,3,3.92,1,1,Left,Left,13,1,12,0,nan,0.10
4/12/2021 16:10:02,1.4.2,FR1,3,3.92,1,1,Pellet,Left,13,1,13,0,0.75,nan
4/12/2021 16:11:16,1.4.2,FR1,3,3.92,1,1,Left,Left,14,1,13,0,nan,0.15
4/12/2021 16:11:17,1.4.2,FR1,3,3.92,1,1,Pellet,Left,14,1,14,0,0.37,nan
4/12/2021 16:13:05,1.4.2,FR1,3,3.92,1,1,Left,Left,15,1,14,0,nan,0.03
