MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/10/2023 14:22,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,1,0,0,0,nan,nan,0.22
10/10/2023 14:22,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,2,0,0,0,nan,nan,0.62
10/10/2023 14:23,1.17.0,Bandit,4,4.17,nan,15,10,40,Right,Right,2,1,0,0,nan,nan,0.06
10/10/2023 14:24,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,3,1,0,0,nan,nan,0.11
10/10/2023 14:26,1.17.0,Bandit,4,4.18,nan,15,10,40,Right,Right,3,2,0,0,nan,nan,0
10/10/2023 14:27,1.17.0,Bandit,4,4.17,2,15,10,40,Pellet,Right,3,2,1,0,3.06,nan,nan
10/10/2023 14:28,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,4,2,1,1,nan,nan,0.08
10/10/2023 14:29,1.17.0,Bandit,4,4.17,nan,15,10,40,Right,Right,4,3,1,1,nan,nan,0.11
10/10/2023 14:31,1.17.0,Bandit,4,4.17,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.17
10/10/2023 14:32,1.17.0,Bandit,4,4.17,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.28
10/10/2023 14:32,1.17.0,Bandit,4,4.18,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.26
10/10/2023 14:32,1.17.0,Bandit,4,4.18,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.06
10/10/2023 14:32,1.17.0,Bandit,4,4.18,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.43
10/10/2023 14:33,1.17.0,Bandit,4,4.18,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.14
10/10/2023 14:33,1.17.0,Bandit,4,4.17,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.15
10/10/2023 14:36,1.17.0,Bandit,4,4.17,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.06
10/10/2023 14:38,1.17.0,Bandit,4,4.17,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.5
10/10/2023 14:38,1.17.0,Bandit,4,4.18,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.07
10/10/2023 14:43,1.17.0,Bandit,4,4.17,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.08
10/10/2023 14:43,1.17.0,Bandit,4,4.16,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.11
10/10/2023 14:43,1.17.0,Bandit,4,4.18,nan,15,10,40,LeftWithPellet,Right,4,3,1,1,nan,nan,0.04
10/10/2023 14:43,1.17.0,Bandit,4,4.17,nan,15,10,40,RightWithPellet,Right,4,3,1,1,nan,nan,0.11
10/10/2023 14:43,1.17.0,Bandit,4,4.18,1,15,10,40,Pellet,Right,4,3,2,1,Timed_out,1014,nan
10/10/2023 14:45,1.17.0,Bandit,4,4.17,nan,15,10,40,Right,Right,4,4,2,2,nan,nan,0.15
10/10/2023 14:45,1.17.0,Bandit,4,4.17,nan,15,10,40,RightinTimeout,Right,4,4,2,2,nan,nan,0
10/10/2023 14:45,1.17.0,Bandit,4,4.17,nan,15,10,40,RightinTimeout,Right,4,4,2,2,nan,nan,0
10/10/2023 14:45,1.17.0,Bandit,4,4.17,nan,15,10,40,RightinTimeout,Right,4,4,2,2,nan,nan,0
10/10/2023 14:45,1.17.0,Bandit,4,4.17,nan,15,10,40,RightinTimeout,Right,4,4,2,2,nan,nan,0
10/10/2023 14:46,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,5,4,2,2,nan,nan,0.15
10/10/2023 14:47,1.17.0,Bandit,4,4.17,nan,15,10,40,Left,Right,6,4,2,2,nan,nan,0.15
