MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/14/2023 15:43:25,1.17.0,20,80,3.94,nan,30,Right,Left,0,1,0,0,nan,nan,0.00
3/14/2023 15:43:49,1.17.0,20,80,3.94,3,30,Pellet,Left,0,1,1,0,19.16,nan,nan
3/14/2023 16:01:27,1.17.0,20,80,3.94,nan,30,Left,Right,1,1,1,1,nan,nan,0.00
3/14/2023 16:01:57,1.17.0,20,80,3.94,nan,30,Left,Right,2,1,1,1,nan,nan,0.37
3/14/2023 16:02:01,1.17.0,20,80,3.94,2,30,Pellet,Right,2,1,2,1,1.28,1092,nan
3/14/2023 16:02:21,1.17.0,20,80,3.94,nan,30,Left,Right,3,1,2,2,nan,nan,0.00
3/14/2023 16:02:49,1.17.0,20,80,3.94,nan,30,Left,Right,4,1,2,2,nan,nan,0.00
3/14/2023 16:03:17,1.17.0,20,80,3.94,nan,30,Left,Right,5,1,2,2,nan,nan,0.00
3/14/2023 16:05:11,1.17.0,20,80,3.94,nan,30,Left,Right,6,1,2,2,nan,nan,0.00
3/14/2023 16:05:15,1.17.0,20,80,3.94,2,30,Pellet,Right,6,1,3,2,0.55,194,nan
3/14/2023 16:09:06,1.17.0,20,80,3.94,nan,30,Left,Right,7,1,3,3,nan,nan,0.00
3/14/2023 16:12:49,1.17.0,20,80,3.94,nan,30,Left,Right,8,1,3,3,nan,nan,0.00
3/14/2023 16:18:01,1.17.0,20,80,3.94,nan,30,Right,Left,8,2,3,3,nan,nan,0.00
3/14/2023 16:18:14,1.17.0,20,80,3.94,1,30,Pellet,Left,8,2,4,3,9.81,779,nan
3/14/2023 16:59:49,1.17.0,20,80,3.94,nan,30,Right,Left,8,3,4,4,nan,nan,0.00
3/14/2023 16:59:55,1.17.0,20,80,3.94,1,30,Pellet,Left,8,3,5,4,3.18,2501,nan
3/14/2023 17:02:29,1.17.0,20,80,3.94,nan,30,Left,Right,9,3,5,5,nan,nan,0.00
3/14/2023 17:02:32,1.17.0,20,80,3.94,1,30,Pellet,Right,9,3,6,5,0.42,157,nan
3/14/2023 17:02:50,1.17.0,20,80,3.94,nan,30,Left,Right,10,3,6,6,nan,nan,0.00
3/14/2023 17:03:07,1.17.0,20,80,3.94,nan,30,Left,Right,11,3,6,6,nan,nan,0.00
3/14/2023 17:05:10,1.17.0,20,80,3.94,nan,30,Right,Left,11,4,6,6,nan,nan,0.00
3/14/2023 17:05:37,1.17.0,20,80,3.94,nan,30,Right,Left,11,5,6,6,nan,nan,0.00
3/14/2023 17:05:42,1.17.0,20,80,3.94,1,30,Pellet,Left,11,5,7,6,1.95,190,nan
3/14/2023 17:22:42,1.17.0,20,80,3.94,nan,30,Right,Left,11,6,7,7,nan,nan,0.00
3/14/2023 17:22:47,1.17.0,20,80,3.94,1,30,Pellet,Left,11,6,8,7,2.14,1025,nan
3/14/2023 17:23:24,1.17.0,20,80,3.94,nan,30,Right,Left,11,7,8,8,nan,nan,0.00
3/14/2023 18:09:12,1.17.0,20,80,3.94,nan,30,Right,Left,11,8,8,8,nan,nan,0.00
3/14/2023 18:09:17,1.17.0,20,80,3.94,1,30,Pellet,Left,11,8,9,8,2.20,2790,nan
3/14/2023 18:10:02,1.17.0,20,80,3.94,nan,30,Left,Right,12,8,9,9,nan,nan,0.00
3/14/2023 18:10:05,1.17.0,20,80,3.94,1,30,Pellet,Right,12,8,10,9,0.79,48,nan
3/14/2023 18:10:24,1.17.0,20,80,3.94,nan,30,Left,Right,13,8,10,10,nan,nan,0.00
3/14/2023 18:10:33,1.17.0,20,80,3.94,nan,30,LeftinTimeOut,Right,13,8,10,10,nan,nan,nan
3/14/2023 18:10:40,1.17.0,20,80,3.94,nan,30,LeftinTimeOut,Right,13,8,10,10,nan,nan,nan
3/14/2023 18:10:41,1.17.0,20,80,3.94,nan,30,LeftinTimeOut,Right,13,8,10,10,nan,nan,nan
3/14/2023 18:10:44,1.17.0,20,80,3.94,nan,30,LeftinTimeOut,Right,13,8,10,10,nan,nan,nan
